(158, 'Property')
(123, 'ForSale')
(107, 'Residential')
(84, 'Flat')
(76, 'AarushiVerdict')
(70, 'ManUtdLegendTalkDHL')
(69, 'trndnl')
(69, 'ForRent')
(56, 'ह')
(50, 'Land')
(49, 'job')
(49, 'Apartment')
(44, 'ResidentialPlot')
(43, 'Hiring')
(43, 'LiquidFundsSahiHai')
(37, 'Commercial')
(37, 'Mumbai')
(36, 'MASCARADE2017')
(32, 'Bengaluru')
(31, 'CareerArc')
(30, 'Mersal')
(26, 'EmpSuffrering')
(26, 'Chennai')
(26, 'WonderJournal')
(26, '5000')
(26, 'Familes')
(23, 'GUVNLCMPNYCHNG')
(23, 'hiring')
(23, 'IndependentHouse')
(23, 'Bangalore')
(23, 'ActBeforeTheAttack')
(22, 'JamhoriatZindabad')
(21, 'न')
(21, 'Talwars')
(20, 'TweetForASeat')
(20, 'Resi')
(19, 'India')
(19, 'OfficeSpace')
(19, 'Lucknow')
(19, '2BHK')
(17, 'Contest')
(17, 'Job')
(17, 'IT')
(17, '3BHK')
(17, 'Pune')
(17, 'Hyderabad')
(17, 'DigitalGurukulAtManthan')
(16, 'Jobs')
(16, 'ગ')
(16, 'DellJobs')
(16, 'ThursdayThoughts')
(15, 'ज')
(15, 'VijaySethupathi')
(15, 'OruNallaNaalPaathuSolren')
(15, 'Thane')
(15, 'Gujarat')
(14, 'love')
(14, 'म')
(14, 'بےغیرت_الیکشن_کمیشنر')
(14, 'GITEX2017')
(14, 'Aarushi')
(14, 'MutualFund')
(14, 'ब')
(14, 'instagram')
(14, 'NewDelhi')
(14, 'india')
(13, 'क')
(13, 'PanchlaitFirstLook')
(13, 'Diwali')
(13, 'BedKeUpar')
(12, '10on10Fest')
(12, 'Ahmedabad')
(11, 'स')
(11, 'lka')
(11, 'BJP')
(10, '2Bedroom')
(10, 'photography')
(10, 'IncredibleIndia')
(10, 'QandeelBaloch')
(10, 'SriLanka')
(9, 'Sales')
(9, 'kkcity')
(9, 'flowers')
(9, 'AarushiMurderCase')
(9, 'kundasang')
(9, 'sabahtrip')
(9, 'lightroom')
(9, 'potrait')
(9, 'Gurgaon')
(9, 'nikon')
(9, 'travel')
(8, 'Admissions')
(8, 'kdy')
(8, 'ContestAlert')
(8, 'MersalMatchMeter')
(8, 'Odisha')
(8, 'Diwali2017')
(8, 'Engineering')
(8, 'KDY')
(8, 'Kashmir')
(8, 'thalaivaaaaa')
(8, 'DigitalGurukulatManthan')
(8, 'BTS9M')
(7, 'प')
(7, 'PlayTheBeermeister')
(7, 'TRLDolanDares')
(7, 'ThalisOfIndia')
(7, 'Congress')
(7, '3Bedroom')
(7, 'SGSIndia')
(7, 'र')
(7, 'व')
(7, 'RajuGariGadhi2')
(7, 'Pharmaceutical')
(7, 'UHTIsSafe')
(7, 'GreaterNoida')
(7, 'arushi')
(7, 'Kolkata')
(7, 'GlobalStartupChallenge')
(6, 'AC')
(6, 'IshaqDar')
(6, 'Zirakpur')
(6, 'AarushiMurder')
(6, 'NaviMumbai')
(6, 'BlackDay')
(6, 'music')
(6, 'NewShowAlert')
(6, 'Delhi')
(6, 'nasscomBPM')
(6, '1BHK')
(6, 'NandedElectionResults')
(6, 'Multan')
(6, 'ONNPS')
(6, 'Karachi')
(6, 'GST')
(5, 'Bapuji')
(5, 'business')
(5, 'ApolloXManUtd')
(5, 'ड')
(5, 'WonderWoman')
(5, 'TataCLiQ')
(5, 'Visakhapatnam')
(5, 'Pakistan')
(5, 'Allahabad')
(5, 'EARNINGS')
(5, 'MersalDiwali')
(5, 'Vijay')
(5, 'Ashishnehra')
(5, 'Bollywood')
(5, 'BIGOLIVE')
(5, 'त')
(5, 'SKMCH')
(5, 'PayingGuest')
(5, 'SexyBaliye')
(5, 'Nanded')
(5, 'श')
(4, 'JanaRakshaYatra')
(4, 'startups')
(4, 'AgriculturalPlot')
(4, 'BiggBoss11')
(4, 'birthdaywishes')
(4, 'NoAjnabee')
(4, 'Congress_Aave_Che')
(4, 'CustomerService')
(4, 'Comm')
(4, 'FIFAU17WC')
(4, 'Ooty')
(4, 'TransformingIndia')
(4, 'LiveWithLegends')
(4, 'boy')
(4, 'women')
(4, 'FACE2FACE')
(4, 'SC')
(4, 'StrutYourQuirk')
(4, 'Veterans')
(4, 'Punjab')
(4, '4Bedroom')
(4, 'NoidaExtension')
(4, 'SalmanKhan')
(4, 'totaltv')
(4, 'DigitalMarketing')
(4, 'NarendraModi')
(4, 'RSS')
(4, 'MilkGoesShopping')
(4, 'Awfis')
(4, 'blue')
(4, 'PotholeDeathTrap')
(4, 'TalwarsAcquitted')
(4, 'MakkalSelvan')
(4, 'thalisofindia')
(4, 'Jayanagar')
(4, 'MichelJanssen')
(4, 'EN')
(4, 'FTII')
(4, 'WorldSightDay')
(4, 'Newshowalert')
(4, 'fun')
(4, '23rdoctober')
(4, 'Hackathon')
(4, 'SmartCity')
(4, 'HyderabadRains')
(4, 'clouds')
(4, 'ग')
(4, 'Raipur')
(4, 'hyderabad')
(4, 'food')
(4, 'LAatGITEX2017')
(3, 'Indian')
(3, 'foodie')
(3, 'Maharashtra')
(3, 'vijay')
(3, 'STR')
(3, 'BiggBoss')
(3, 'زرداری_ایک_بیماری')
(3, 'news')
(3, 'Assam')
(3, 'BangaloreRain')
(3, 'Firangi')
(3, 'GolmaalAgain')
(3, 'development')
(3, 'Dubai')
(3, 'cricket')
(3, 'China')
(3, 'Finance')
(3, 'ipo')
(3, 'festive')
(3, 'help')
(3, 'Nifty')
(3, 'contest')
(3, 'Trends')
(3, 'ROFL')
(3, 'cloud')
(3, 'singer')
(3, 'TalentHuntRoposo')
(3, 'च')
(3, '5minforme')
(3, 'wedding')
(3, 'Proofhubchat')
(3, 'AarushiTalwar')
(3, 'mumbai')
(3, 'BonusTiharCG')
(3, 'Myanmar')
(3, 'mersal')
(3, 'goa')
(3, 'EkDeewaanaTha')
(3, 'instagood')
(3, 'denguefever')
(3, 'bihar')
(3, 'biharse')
(3, 'Surat')
(3, 'TSL100')
(3, 'StrikeSL')
(3, 'books')
(3, 'PTI')
(3, 'BananaRepublicIndia')
(3, 'MeghnaKiMeethiDiwali')
(3, 'Birthday')
(3, 'RGG2')
(3, '1')
(3, 'SKMCHBCACampaign')
(3, 'OneNationOneTaxOneMarket')
(3, 'Mohali')
(3, 'Kathmandu')
(3, 'quotes')
(3, 'Karnataka')
(3, '10on10fest')
(3, 'FigleafJudiciary')
(3, 'dd2e44')
(3, 'bitcoin')
(3, 'TVByThePeople')
(3, '1Bedroom')
(3, 'Marketing')
(3, 'पट')
(3, 'KfWAwardGründen')
(3, 'vaishali')
(3, 'SocialMedia')
(3, 'भ')
(3, 'Diaries')
(3, 'MyCampusDiwali')
(3, 'ChandiniChowdary')
(3, 'adibatla')
(3, 'life')
(3, 'legend')
(3, 'innovation')
(3, 'Thalapathy')
(3, 'shrutihaasan')
(3, 'Discovery')
(3, 'aarushi')
(3, 'Maayon')
(3, 'Race3')
(3, 'MersalWorldwideOn18Oct')
(3, 'hajipur')
(3, 'मर')
(3, 'rgg2')
(3, 'for')
(3, 'Bhopal')
(3, 'SupportKORT')
(3, 'CongressLowMentality')
(3, 'actbeforetheattack')
(3, 'Zverev')
(3, 'Noida')
(3, 'ThrowbackThursday')
(3, '6Bedroom')
(3, 'Endomondo')
(3, 'conference')
(3, 'ajith')
(3, 'nature')
(3, 'BiggBossTamil')
(3, 'मस')
(3, 'ShaktiKumaarr')
(3, 'people')
(3, 'Prpt')
(3, 'selfie')
(3, 'ShanghaiMasters')
(3, 'TalwarsNotGuilty')
(3, 'VEON')
(3, 'endorphins')
(3, 'Talvars')
(3, 'VIPRoad')
(3, 'FaizabadRoad')
(3, 'wakeupESIC')
(3, 'Bhubaneswar')
(3, 'Web')
(3, 'chennai')
(2, 'picoftheday')
(2, 'PLlive')
(2, '6DaysToGoForMersalDiwali')
(2, 'immigration')
(2, 'bimblegoconsultants')
(2, 'vector')
(2, 'Durbar')
(2, 'Beijing')
(2, 'IIHSin')
(2, 'mountains')
(2, 'richardthaler')
(2, 'Jaipur')
(2, 'holidays')
(2, 'BB11')
(2, 'uttarpradesh')
(2, 'inktober')
(2, 'ArushiVerdict')
(2, 'Whodunnit')
(2, 'Jodhpur')
(2, 'Maintenance')
(2, 'Hoskote')
(2, 'MiMIX2')
(2, 'Lahore')
(2, 'productionsound')
(2, 'MAMI')
(2, '7thPayCommission')
(2, 'Thagarapuvalasa')
(2, 'Finalcutpro')
(2, 'CommercialPlot')
(2, 'வ')
(2, 'LetItGo')
(2, 'agra')
(2, 'Cloud')
(2, 'जज')
(2, 'AdahSharma')
(2, 'thekkady')
(2, 'AHCI2017')
(2, 'Design')
(2, 'toocute')
(2, 'iPhoneX')
(2, 'engineering')
(2, 'Adobepremiere')
(2, 'ಶ')
(2, 'WordPress')
(2, 'BCADayAtSKMCH')
(2, 'Wallpaper')
(2, 'OpenSource')
(2, 'family')
(2, 'gstcouncil')
(2, 'Perambakkam')
(2, 'Repair')
(2, 'Solapur_Universities')
(2, 'Kotagiri')
(2, '12Oct')
(2, 'Nehra')
(2, 'latepost')
(2, 'himachal')
(2, 'MTPapp')
(2, 'agraFort')
(2, 'StudioPepperfry')
(2, 'invisiblebraces')
(2, 'SaveSaraswatiKunj')
(2, 'सम')
(2, 'க')
(2, 'Nepal')
(2, 'मन')
(2, 'Gamdevi')
(2, 'HowrahBridge')
(2, '다녀오다')
(2, 'Nashik')
(2, 'EL')
(2, 'Weinstein')
(2, 'colour')
(2, 'TFCComedy')
(2, 'convert')
(2, 'Holiday')
(2, 'RGG2OnOct13')
(2, 'mogol')
(2, 'GurmeetRamRahim')
(2, 'UNESCO')
(2, 'HRMS')
(2, 'MujheKyunNIkala')
(2, 'higherstudies')
(2, 'ShivajiNagar')
(2, 'Ghana')
(2, 'OommenChandy')
(2, 'Adhirindhi')
(2, 'jehadis')
(2, 'PrahladNagar')
(2, 'live')
(2, 'INDvAUS')
(2, 'iPhone')
(2, 'traveling')
(2, 'WasteManagement')
(2, 'trip')
(2, 'Islamic')
(2, 'RahulGandhi')
(2, 'event')
(2, 'Ola')
(2, 'ForeverArsenal')
(2, 'diwali')
(2, 'instaclick')
(2, 'Engineer')
(2, 'band')
(2, 'JiaOJia')
(2, 'design')
(2, 'talvar')
(2, 'houris')
(2, 'CleanIndia')
(2, 'Verna')
(2, 'Sector16C')
(2, 'MagnumParty17')
(2, 'AirBerlin')
(2, 'DJ')
(2, 'Rain')
(2, 'Garud')
(2, 'service')
(2, 'PMC')
(2, 'redfort')
(2, 'Life')
(2, 'misty')
(2, 'Australia')
(2, 'Seawoods')
(2, 'ச')
(2, 'KolkataGoalz')
(2, 'nepal')
(2, 'NUEVO')
(2, 'NUSH')
(2, 'nofilter')
(2, 'vectortrace')
(2, 'Montessori')
(2, 'highcourt')
(2, 'Sismo')
(2, 'Mysore')
(2, 'overseaseducation')
(2, 'SLCustoms')
(2, 'hrishikeshphotography')
(2, 'unesco')
(2, 'APN')
(2, 'ThinkPink')
(2, 'इर')
(2, 'अपन')
(2, 'LailaAliKhan')
(2, 'SDG17')
(2, 'sky')
(2, 'ShaadiMeinZaroorAana')
(2, 'PatheticService')
(2, 'IoT')
(2, 'Love')
(2, 'ம')
(2, 'traveldiaries')
(2, 'IllicitTrade')
(2, 'Blockchain')
(2, 'BlackCoffee')
(2, 'Ericsson')
(2, 'EsicUdc')
(2, 'mf')
(2, 'Festival')
(2, 'SaaS')
(2, 'Hemraj')
(2, 'actor')
(2, 'હ')
(2, 'Rights')
(2, 'NationalDay')
(2, 'RohingyaMuslims')
(2, 'vectorize')
(2, 'Banking')
(2, 'MakeInIndia')
(2, 'YTFF')
(2, 'PR')
(2, 'l4l')
(2, 'programming')
(2, 'Festiwal')
(2, 'Substation')
(2, 'NEWS')
(2, 'style')
(2, 'Uber')
(2, 'everynewborn')
(2, 'vectorwork')
(2, 'Mersalmatchmeter')
(2, 'firecrackersban')
(2, 'मह')
(2, 'KEGoa')
(2, 'InFocusDelightfulDiwali')
(2, 'Ramco')
(2, 'instago')
(2, 'lifeinism')
(2, 'Chandigarh')
(2, 'badalgarh')
(2, 'TilakNagar')
(2, 'MadhyaPradesh')
(2, 'postproduction')
(2, 'roadtrip')
(2, 'tracing')
(2, 'NehraJi')
(2, 'likeback')
(2, 'illicit')
(2, 'forest')
(2, 'MusicVideo')
(2, 'ध')
(2, 'AdivasiVirodhiBJP')
(2, 'goals')
(2, 'LKA')
(2, 'Groove')
(2, 'Japan')
(2, 'invisalign')
(2, 'cclt10')
(2, 'indian')
(2, 'DayoftheGirl')
(2, 'MainPowerTransformer')
(2, 'MissDiva2017')
(2, 'MontereyPop')
(2, 'fashion')
(2, 'Worlds2017')
(2, 'ट')
(2, 'MyRightToBreathe')
(2, 'foodporn')
(2, 'maternal')
(2, 'TwitterStatus')
(2, 'digital')
(2, 'HappyBirthdayHarshitaGaur')
(2, 'EDT')
(2, 'शब')
(2, 'Nainital')
(2, 'RajmataVijayarajeScindia')
(2, 'CongressKiGandiSoch')
(2, 'Naamkarann')
(2, 'WindCorridor')
(2, 'Koraput')
(2, 'nifty')
(2, '다오')
(2, 'liking')
(2, 'investment')
(2, 'mountain')
(2, 'dannybee4')
(2, 'Manesar')
(2, 'unemployedloans')
(2, 'TellyTopUp')
(2, 'Youth_Festival')
(2, 'courses')
(2, 'Malaysia')
(2, 'Alwar')
(2, 'TheApprentice')
(2, 'Superior')
(2, 'NISAedu')
(2, 'FirangiMotionPoster')
(2, 'beautiful')
(2, 'vsco')
(2, 'Business')
(2, '7daystogo')
(2, 'HappyBirthday')
(2, 'AlphaNdim')
(2, 'WhatsApp')
(2, 'KhokaBhai')
(2, 'Indianfootball')
(2, 'yqdidi')
(2, 'Service')
(2, 'Diwaliwith99')
(2, 'crackerban')
(2, 'Neemrana')
(2, 'Tourism')
(2, 'Lufthansa')
(2, 'Canada')
(2, 'JayShah')
(2, 'ootd')
(2, 'terrorists')
(2, 'MTVExtraDose')
(2, 'Rohingya')
(2, 'pakistan')
(2, 'ManUtd')
(2, 'GomtiNagarExtn')
(2, 'AskSushmaSwaraj')
(2, 'SEO')
(2, 'Biz4LGBTI')
(2, 'vectorart')
(2, 'happinessishere')
(2, 'Quake')
(2, 'ivolunteerawards')
(2, 'Sikh')
(2, 'education')
(2, 'me')
(2, 'Padmavati')
(2, 'TamilNadu')
(2, 'Technology')
(2, 'Bhiwandi')
(2, 'BCCI')
(2, 'Kharar')
(2, 'VIAJE')
(2, 'Citibank')
(2, 'socialenvy')
(2, 'FifaU17WorldCup')
(2, '5BHK')
(2, 'preschool')
(2, 'Bigc')
(2, 'Amlidih')
(2, 'ForresterWave')
(2, 'OviyaArmy')
(2, 'editing')
(2, 'ArushiMurderCase')
(2, 'Indore')
(2, 'TereMereReprise')
(2, 'ContestDay')
(2, 'Feluda')
(2, 'Alwarpet')
(2, 'Repost')
(2, 'children')
(2, 'Training')
(2, 'MaharaniBagh')
(2, 'EffectiveCommunications')
(2, 'Healthcare')
(2, 'Gandhi')
(2, 'onlinetraining')
(2, 'earthquake')
(2, 'tshirts')
(2, 'MilindSoman')
(2, 'Chanakyapuri')
(2, 'mobileapp')
(2, 'Governance')
(2, 'Majiwada')
(2, 'instadaily')
(2, '23rd')
(2, 'song')
(2, 'WINK')
(2, 'Nayanthara')
(2, 'studyabroad')
(2, 'poorcustomerservice')
(2, 'soubin')
(2, 'KhushiyonKiMarathon')
(2, 'page3')
(2, 'cloudporn')
(2, 'Fashion')
(2, 'travelgram')
(2, 'AskPires')
(2, 'Arushi')
(2, 'Meditation')
(2, 'GolfCourseRoad')
(2, 'AIFWSS18')
(2, 'fb')
(2, 'Spyder')
(2, 'ANO')
(2, 'ParentingFeminists')
(2, 'blogpost')
(2, 'JaniTeraNaa')
(2, 'Vadodara')
(2, 'INDIA')
(2, 'مفرورخان')
(2, 'AAMJANTA')
(2, 'CorruptIndia')
(2, 'gorgeous')
(2, 'Patiala')
(2, 'HealthyLiving')
(2, 'لیبریا')
(2, 'HomeOfBlockbusters')
(2, 'RahulRavindran')
(2, 'Palakkad')
(2, 'GujaratGauravYatra')
(2, 'picture')
(2, 'Amazon')
(2, 'travelphotography')
(2, 'art')
(2, 'talwar')
(2, 'MissDivaFinale')
(2, 'SarithaSNair')
(1, 'TheWire')
(1, 'burnitup')
(1, 'Programming')
(1, 'BetaBachao')
(1, 'SectorOmicron')
(1, 'National')
(1, 'Waghbil')
(1, 'Paedophile')
(1, 'arte')
(1, 'Wow')
(1, 'photoshopwork')
(1, 'DeanAmbrose')
(1, 'GMmustard')
(1, 'DDNational')
(1, 'overstimulation')
(1, 'beauty')
(1, 'PisangPeak')
(1, 'Selfi')
(1, 'MegaPowerStar')
(1, 'wonderfull')
(1, 'FullChargeMaadi')
(1, 'girlpower')
(1, 'walnut')
(1, 'YahooCricketApp')
(1, 'Naturally')
(1, 'stress')
(1, 'Photographers')
(1, 'Reflections')
(1, 'takeaway')
(1, 'musiccomposing')
(1, 'unethical')
(1, 'WSuite')
(1, 'Biography')
(1, 'Economy')
(1, 'जय_प')
(1, 'ootdindia')
(1, 'SeT')
(1, 'Mother')
(1, 'grunge')
(1, 'IndraNegendra')
(1, 'her')
(1, 'realestate')
(1, 'salonimudgal')
(1, 'LadliShikshaParv')
(1, 'technology')
(1, 'incredibleindia')
(1, 'boat')
(1, 'AkshyaMohanty')
(1, 'Thai')
(1, 'Teachers')
(1, 'Advertising')
(1, '2019')
(1, 'Sunday')
(1, 'buses')
(1, 'Dhony')
(1, 'ISeaDC')
(1, 'Fake')
(1, 'MyKindOfDiwali')
(1, 'instabagladesh')
(1, 'RanjiTrophy2017')
(1, 'HimachalPradesh')
(1, 'PrettyInPink')
(1, 'Shivsena')
(1, 'THALAPATHY')
(1, 'huaweip10')
(1, 'MissheardLyrics')
(1, 'Julie2')
(1, 'LouisVuitton')
(1, 'RohingyaCrisis')
(1, 'میلان')
(1, 'BTS9MILLION')
(1, 'thursday')
(1, 'BruceLee')
(1, 'HappyDiwaliCleaning')
(1, 'Facebook')
(1, 'MrRobot')
(1, 'law')
(1, 'colddrink')
(1, 'BSCY3')
(1, 'Thrissur')
(1, 'badges')
(1, 'uni')
(1, 'orientation')
(1, 'Java')
(1, 'supremecourt')
(1, 'بلخ')
(1, 'Kakanady')
(1, 'ఎమ')
(1, 'instashoot')
(1, 'PK10')
(1, 'rammanoharlohiya')
(1, 'kantipur')
(1, 'feedfeed')
(1, 'EveryOneDontPrefer')
(1, 'janasenaparty')
(1, 'IndianArmy')
(1, 'foodography')
(1, 'Delpo')
(1, 'Dehradun')
(1, 'raw')
(1, 'Mahamandir')
(1, 'pera')
(1, 'WorldHomelessDay')
(1, 'Lavale')
(1, 'GST_न')
(1, 'NoParking')
(1, 'Illicittrade')
(1, 'volcano')
(1, 'BandraWest')
(1, 'Sanjaydutt')
(1, 'inktober2017')
(1, 'Edappadi')
(1, 'repairs')
(1, 'Skardu')
(1, 'igersindia')
(1, 'elsueño')
(1, 'concentration')
(1, 'Happy75thBirthdayABSir')
(1, 'Lavakusa')
(1, 'tehrigharwal')
(1, 'hmrd')
(1, 'drums')
(1, 'CricketCoaching')
(1, 'BetiBachaoBetiPadhao')
(1, 'malappuram')
(1, 'Ozar')
(1, 'IOT')
(1, 'BangaloreBlogger')
(1, 'photographers')
(1, 'BattleShoes')
(1, 'flood2017')
(1, 'waterstream')
(1, 'MehreenAbid')
(1, 'bacardinh7weekender')
(1, 'spicyfood')
(1, 'Rumi')
(1, 'eyes')
(1, 'TOUR2017')
(1, 'MotoM')
(1, 'वन')
(1, 'instafun')
(1, 'blogging')
(1, 'BREAKING')
(1, 'monument')
(1, 'Wagholi')
(1, 'bb11')
(1, 'VITS')
(1, 'ysjagan')
(1, 'weekendvibes')
(1, 'crimepartner')
(1, 'telangana')
(1, 'High5')
(1, 'meeting')
(1, 'RTEAct')
(1, 'Rensta')
(1, 'noProperResponse')
(1, '1718')
(1, 'ethnicwear')
(1, 'youngbro')
(1, 'WhatsUp')
(1, 'Nurani')
(1, 'stillbirth')
(1, 'hivhaschanged')
(1, 'brass')
(1, 'SSCP')
(1, 'Art')
(1, 'RanbirKapoor')
(1, 'Students')
(1, 'IncreasedTraffic')
(1, 'CyberAware')
(1, 'bapuji')
(1, 'AirtelVoLTECalling')
(1, 'Watch')
(1, 'जयह')
(1, 'yourRights')
(1, 'NMC')
(1, '50व')
(1, 'MalaikaArora')
(1, 'FranchiseIndia2017')
(1, 'TuHaiMeraSunday')
(1, 'YOUrock')
(1, 'cutenessoverload')
(1, 'modi')
(1, 'petestuned')
(1, 'MannKaur')
(1, 'ITA2017')
(1, 'ConTurds')
(1, 'NupurTalwar')
(1, 'igerscalicut')
(1, 'weddingdress')
(1, 'Score')
(1, 'PayCommision')
(1, 'gettyimages')
(1, 'YakeenKaSafar')
(1, 'KalyanShilphataRoad')
(1, 'burqas')
(1, 'thankyou')
(1, 'Shimla')
(1, 'Wikwemikong')
(1, 'CopperIndia')
(1, 'travelpeacefulpakistan')
(1, 'PlayTheBeerMeister')
(1, 'faith')
(1, 'hearted')
(1, 'Year')
(1, 'research')
(1, 'childsexualabuse')
(1, 'self')
(1, 'GoKP')
(1, 'Pinkathon')
(1, 'hampitourism')
(1, 'Crazy')
(1, 'BestManagedSociety')
(1, 'MakeItReal')
(1, 'आ')
(1, 'CrackersBan')
(1, 'RTW')
(1, 'power')
(1, 'HIV')
(1, 'sister')
(1, 'Manipur')
(1, 'DDMetro')
(1, 'Sector4')
(1, 'Kadthal')
(1, 'Arushi_murderCase')
(1, 'ப')
(1, 'झ')
(1, 'ChinaOpen')
(1, 'Hot')
(1, 'vickymania')
(1, 'pride')
(1, 'kathmandu')
(1, 'mandi')
(1, 'JusticeLeague')
(1, 'Panthers')
(1, 'IndianEconomy')
(1, 'badair')
(1, 'Blog')
(1, 'pappu')
(1, 'myranchidiareis')
(1, 'Aircon2017')
(1, 'Raazi')
(1, 'HBDSuja')
(1, 'Parenting')
(1, 'womenworldchangers17')
(1, 'medicaldevice')
(1, 'NewIndia')
(1, 'happybirthdayharshitagaur')
(1, 'BeReadyVehicle')
(1, 'MayakkamEnna')
(1, 'FIFAU17')
(1, 'Beach')
(1, 'startup')
(1, 'CPEC')
(1, 'कब')
(1, 'SeniorDesignations')
(1, 'flights')
(1, 'winchstation')
(1, 'LessonsLearned')
(1, 'sunset')
(1, 'nipli')
(1, '3wm')
(1, 'Him')
(1, 'professional')
(1, 'cinematography')
(1, 'Kalina')
(1, 'MovieReview')
(1, 'SnapChat')
(1, 'JammuAndKashmir')
(1, 'djrimi')
(1, 'Murud')
(1, 'SME')
(1, 'Artists')
(1, 'PMIPBA')
(1, 'child')
(1, '12octFiestaNacional')
(1, 'T20Is')
(1, 'PurposeTour')
(1, 'LakshmisNTR')
(1, 'HolyCow')
(1, 'yqbaba')
(1, 'summer')
(1, 'सफल')
(1, 'CGCJhanjeri')
(1, 'yoga')
(1, 'Balkum')
(1, 'Waymo')
(1, 'rain')
(1, 'InfantryRoad')
(1, 'beach')
(1, 'plsAnswer')
(1, 'StepwellCafe')
(1, 'verynice')
(1, 'Amazin')
(1, 'digitalpainting')
(1, 'ShaadiMeinJaroorAana')
(1, 'Amit_ji')
(1, '1Million')
(1, 'Neruda')
(1, 'પણ_હ')
(1, 'Achutapuram')
(1, 'Interior_designer')
(1, 'periyartigerreserve')
(1, 'Nellore')
(1, 'LegendsOfTomorrow')
(1, 'flower')
(1, 'vinujoseph')
(1, 'Amaravati')
(1, 'studylamps')
(1, 'HeyJude')
(1, 'INCEDENTS')
(1, 'मत')
(1, 'madyan')
(1, 'theganeshtalkies')
(1, 'Summons')
(1, 'Destinations')
(1, 'CoffeeTime')
(1, 'yangon')
(1, 'YalaPeak')
(1, 'atchutahpuram')
(1, 'Kuwait')
(1, 'cleaneating')
(1, 'FollowTrafficRules')
(1, 'CupLaunch')
(1, 'shrutihassan')
(1, 'Store')
(1, 'Logan')
(1, 'Baramula')
(1, 'BANvsSA')
(1, 'milkgoesshopping')
(1, 'Adibatla')
(1, 'CFC')
(1, 'yetiairlines')
(1, 'ख')
(1, 'UAE')
(1, 'coolquotes')
(1, 'Vivekam')
(1, 'sexcrimes')
(1, 'theri')
(1, 'pavankalyan')
(1, 'Polo')
(1, 'instadailypic')
(1, 'lifestylechallenge')
(1, 'funniesttweets')
(1, 'plastic')
(1, 'Nagpur')
(1, 'May2012')
(1, 'Robotics')
(1, 'Vidisha')
(1, 'straightpiped')
(1, 'Vishal')
(1, 'goats')
(1, 'tracking')
(1, 'Bajirao')
(1, 'Career')
(1, 'EMAIL')
(1, 'Kusom')
(1, 'catsanddogs')
(1, 'HbdAkshara')
(1, 'yes')
(1, 'girlchildmarriages')
(1, 'PizzaLove')
(1, 'preschoolers')
(1, 'SwachhBharatAbhiyan')
(1, 'motorcycles')
(1, 'Kothavalasa')
(1, 'Playoffs')
(1, 'Genius')
(1, 'European')
(1, 'blooddonor')
(1, 'worldcupfever')
(1, 'kethireddy')
(1, 'DCStore')
(1, 'beautyqueen')
